('192.168.137.1', 64572)#wake#camera
('192.168.137.1', 64572)#pos#blue#[0.23178261121114094, 0.20811144510904947]
('192.168.137.1', 64572)#pos#blue#[0.23288164138793946, 0.20971812495478878]
('192.168.137.1', 64572)#pos#blue#[0.231728998819987, 0.20699598524305557]
('192.168.137.1', 64572)#pos#blue#[0.23146446545918783, 0.2067810341163918]
('192.168.137.1', 64572)#pos#blue#[0.23112026850382486, 0.20604742544668692]
('192.168.137.1', 64572)#pos#blue#[0.23147077560424806, 0.20626849421748408]
('192.168.137.1', 64572)#pos#blue#[0.23272670110066732, 0.21011981257685908]
('192.168.137.1', 64572)#pos#blue#[0.23220688501993816, 0.2089411700213397]
('192.168.137.1', 64572)#pos#blue#[0.23189414342244466, 0.2056391398111979]
('192.168.137.1', 64572)#pos#blue#[0.23075199127197266, 0.2074923903853805]
('192.168.137.1', 64572)#pos#blue#[0.23187594413757323, 0.20678730717411747]
('192.168.137.1', 64572)#pos#blue#[0.2306766668955485, 0.20767187895598235]
('192.168.137.1', 64572)#pos#blue#[0.2321407953898112, 0.2092943686026114]
('192.168.137.1', 64572)#pos#blue#[0.2306822141011556, 0.20627401846426505]
('192.168.137.1', 64572)#pos#blue#[0.23040672938028972, 0.20781310752586082]
('192.168.137.1', 64572)#pos#blue#[0.23093501726786295, 0.20700624254014757]
('192.168.137.1', 64572)#pos#blue#[0.23233696619669597, 0.20731212474681712]
('192.168.137.1', 64572)#pos#blue#[0.23352731068929036, 0.20993932088216147]
('192.168.137.1', 64572)#pos#blue#[0.23064732551574707, 0.2065267209653501]
('192.168.137.1', 64572)#pos#blue#[0.2432692050933838, 0.21036323264793114]
('192.168.137.1', 64572)#pos#blue#[0.2307566483815511, 0.20695840341073496]
('192.168.137.1', 64572)#pos#blue#[0.23240536053975422, 0.2063736809624566]
('192.168.137.1', 64572)#pos#blue#[0.23436654408772786, 0.20978899355287906]
('192.168.137.1', 64572)#pos#blue#[0.23272438049316407, 0.20657682065610533]
('192.168.137.1', 64572)#pos#blue#[0.23082213401794432, 0.20720755965621382]
('192.168.137.1', 64572)#pos#blue#[0.23084858258565266, 0.20673460783781827]
('192.168.137.1', 64572)#pos#blue#[0.23113363583882648, 0.20678015814887152]
('192.168.137.1', 64572)#pos#blue#[0.2313107967376709, 0.20632437246817129]
('192.168.137.1', 64572)#pos#blue#[0.23214116096496581, 0.20696368747287328]
('192.168.137.1', 64572)#pos#blue#[0.23173001607259114, 0.20601923907244646]
('192.168.137.1', 64572)#pos#blue#[0.23128732045491537, 0.20651964258264613]
('192.168.137.1', 64572)#pos#blue#[0.23120234807332357, 0.20748344703956886]
('192.168.137.1', 64572)#pos#blue#[0.23509178161621094, 0.2110011065447772]
('192.168.137.1', 64572)#pos#blue#[0.23179758389790853, 0.20634047896773727]
('192.168.137.1', 64572)#pos#blue#[0.23092454274495441, 0.20700501335991753]
('192.168.137.1', 64572)#pos#blue#[0.23074445724487305, 0.2062191715946904]
('192.168.137.1', 64572)#pos#blue#[0.23463544845581055, 0.21087962962962964]
('192.168.137.1', 64572)#pos#blue#[0.23179566065470378, 0.20674735175238715]
('192.168.137.1', 64572)#pos#blue#[0.25019011497497556, 0.19816857797128182]
('192.168.137.1', 64572)#pos#blue#[0.23683513005574544, 0.2122638843677662]
('192.168.137.1', 64572)#pos#blue#[0.235348908106486, 0.21094993308738427]
('192.168.137.1', 64572)#pos#blue#[0.23520917892456056, 0.21092204341182003]
('192.168.137.1', 64572)#pos#blue#[0.23570810953776042, 0.21137788560655382]
('192.168.137.1', 64572)#pos#blue#[0.23606672286987304, 0.21211026509602865]
('192.168.137.1', 64572)#pos#blue#[0.23669233322143554, 0.21253989890769676]
('192.168.137.1', 64572)#pos#blue#[0.23056845664978026, 0.20641547309027777]
('192.168.137.1', 64572)#pos#blue#[0.23524214426676432, 0.21056114479347512]
('192.168.137.1', 64572)#pos#blue#[0.23578484853108725, 0.21142397280092592]
('192.168.137.1', 64572)#pos#blue#[0.23467761675516766, 0.21092667756257233]
('192.168.137.1', 64572)#pos#blue#[0.2365313212076823, 0.213313717312283]
('192.168.137.1', 64572)#pos#blue#[0.2355219046274821, 0.21163673400878907]
('192.168.137.1', 64572)#pos#blue#[0.2360082149505615, 0.2115849247685185]
('192.168.137.1', 64572)#pos#blue#[0.251281213760376, 0.1979400634765625]
('192.168.137.1', 64572)#pos#blue#[0.2366300900777181, 0.21252705609356914]
('192.168.137.1', 64572)#pos#blue#[0.23841390609741211, 0.21137299714265045]
('192.168.137.1', 64572)#pos#blue#[0.2453033129374186, 0.20397367124204283]
('192.168.137.1', 64572)#pos#blue#[0.23551665941874186, 0.21207970513237848]
('192.168.137.1', 64572)#pos#blue#[0.2458597977956136, 0.2014744793927228]
('192.168.137.1', 64572)#pos#blue#[0.23529842694600422, 0.21144399289731627]
('192.168.137.1', 64572)#pos#blue#[0.2391013781229655, 0.20872407136140048]
('192.168.137.1', 64572)#pos#blue#[0.2359745979309082, 0.2111290825737847]
('192.168.137.1', 64572)#pos#blue#[0.2353786786397298, 0.2119721871835214]
('192.168.137.1', 64572)#pos#blue#[0.23828128178914387, 0.20717592592592593]
('192.168.137.1', 64572)#pos#blue#[0.2367611567179362, 0.21182256627965856]
('192.168.137.1', 64572)#pos#blue#[0.24687129656473797, 0.20116782011809173]
('192.168.137.1', 64572)#pos#blue#[0.23865367571512858, 0.2092347886827257]
('192.168.137.1', 64572)#pos#blue#[0.24943092664082844, 0.20139030173972802]
('192.168.137.1', 64572)#pos#blue#[0.23585240046183267, 0.21231988977502894]
('192.168.137.1', 64572)#pos#blue#[0.24262139002482097, 0.19528412995515046]
('192.168.137.1', 64572)#pos#blue#[0.24837656021118165, 0.20106918900101273]
('192.168.137.1', 64572)#pos#blue#[0.23637975056966146, 0.21147576791268807]
('192.168.137.1', 64572)#pos#blue#[0.23541669845581054, 0.21064814814814814]
('192.168.137.1', 64572)#pos#blue#[0.23561669985453287, 0.21168970178674767]
('192.168.137.1', 64572)#pos#blue#[0.2460832913716634, 0.20055211385091146]
('192.168.137.1', 64572)#pos#blue#[0.23604537645975748, 0.2112274169921875]
('192.168.137.1', 64572)#pos#blue#[0.24578355153401693, 0.20395723978678384]
('192.168.137.1', 64572)#pos#blue#[0.23807244300842284, 0.20892116405345776]
('192.168.137.1', 64572)#pos#blue#[0.2456488291422526, 0.20133503101490163]
('192.168.137.1', 64572)#pos#blue#[0.24468239148457846, 0.20313537032515913]
('192.168.137.1', 64572)#pos#blue#[0.23532767295837403, 0.21193067762586806]
('192.168.137.1', 64572)#pos#blue#[0.24503464698791505, 0.20222721806278934]
('192.168.137.1', 64572)#pos#blue#[0.23584564526875815, 0.21141877350983795]
('192.168.137.1', 64572)#pos#blue#[0.24569727579752604, 0.20311837372956454]
('192.168.137.1', 64572)#pos#blue#[0.24667622248331705, 0.20234432926884405]
('192.168.137.1', 64572)#pos#blue#[0.23894400596618653, 0.21133877789532696]
('192.168.137.1', 64572)#pos#blue#[0.24570245742797853, 0.2021707888002749]
('192.168.137.1', 64572)#pos#blue#[0.23947521845499675, 0.21029000458893954]
('192.168.137.1', 64572)#pos#blue#[0.2397253195444743, 0.207781332510489]
('192.168.137.1', 64572)#pos#blue#[0.23659181594848633, 0.21187180413140191]
('192.168.137.1', 64572)#pos#blue#[0.24552388191223146, 0.2019820601851852]
('192.168.137.1', 64572)#pos#blue#[0.24632824261983235, 0.2012317798755787]
('192.168.137.1', 64572)#pos#blue#[0.23555397987365723, 0.21201982851381654]
('192.168.137.1', 64572)#pos#blue#[0.24568572044372558, 0.20140948825412328]
('192.168.137.1', 64572)#pos#blue#[0.23610965410868326, 0.21168859976309318]
('192.168.137.1', 64572)#pos#blue#[0.24803064664204916, 0.19955276206687644]
('192.168.137.1', 64572)#pos#blue#[0.23679930369059246, 0.2135340514006438]
('192.168.137.1', 64572)#pos#blue#[0.23838386535644532, 0.20898217095269098]
('192.168.137.1', 64572)#pos#blue#[0.2424936294555664, 0.19565549779821326]
('192.168.137.1', 64572)#pos#blue#[0.24479169845581056, 0.20277777777777778]
('192.168.137.1', 64572)#pos#blue#[0.23917071024576822, 0.20970348782009549]
('192.168.137.1', 64572)#pos#blue#[0.24827626546223958, 0.2030745753535518]
('192.168.137.1', 64572)#pos#blue#[0.24207442601521809, 0.19701559278700087]
('192.168.137.1', 64572)#pos#blue#[0.24459999402364094, 0.20275455050998265]
('192.168.137.1', 64572)#pos#blue#[0.2483125686645508, 0.2003372757523148]
('192.168.137.1', 64572)#pos#blue#[0.23640788396199544, 0.21192861486364295]
('192.168.137.1', 64572)#pos#blue#[0.24725341796875, 0.19988635027850116]
('192.168.137.1', 64572)#pos#blue#[0.2379210631052653, 0.209863931161386]
('192.168.137.1', 64572)#pos#blue#[0.23764235178629559, 0.2096505906846788]
('192.168.137.1', 64572)#pos#blue#[0.24880946477254232, 0.214453774911386]
('192.168.137.1', 64572)#pos#blue#[0.2503692150115967, 0.19723423145435476]
('192.168.137.1', 64572)#pos#blue#[0.2367046038309733, 0.2125636206732856]
('192.168.137.1', 64572)#pos#blue#[0.23465572992960612, 0.20469336333098234]
('192.168.137.1', 64572)#pos#blue#[0.24285688400268554, 0.19619837160463685]
('192.168.137.1', 64572)#pos#blue#[0.23982779184977213, 0.20966880233199509]
('192.168.137.1', 64572)#pos#blue#[0.2359733740488688, 0.2115844443992332]
('192.168.137.1', 64572)#pos#blue#[0.23799600601196289, 0.20891090675636573]
('192.168.137.1', 64572)#pos#blue#[0.23592174847920735, 0.21149133752893517]
('192.168.137.1', 64572)#pos#blue#[0.24791669845581055, 0.20370371783221208]
('192.168.137.1', 64572)#pos#blue#[0.24486746788024902, 0.20301455744990596]
('192.168.137.1', 64572)#pos#blue#[0.2358182430267334, 0.21227614791304977]
('192.168.137.1', 64572)#pos#blue#[0.247343111038208, 0.20213916919849537]
('192.168.137.1', 64572)#pos#blue#[0.23547472953796386, 0.212024900648329]
('192.168.137.1', 64572)#pos#blue#[0.2374103546142578, 0.20939658836082176]
('192.168.137.1', 64572)#pos#blue#[0.23600605328877766, 0.21231762921368635]
('192.168.137.1', 64572)#pos#blue#[0.23598486582438152, 0.2118906091760706]
('192.168.137.1', 64572)#pos#blue#[0.23617153167724608, 0.20965184812192564]
('192.168.137.1', 64572)#pos#blue#[0.23675575256347656, 0.2119285300925926]
('192.168.137.1', 64572)#pos#blue#[0.23861481348673502, 0.20836910671657985]
('192.168.137.1', 64572)#pos#blue#[0.2421875, 0.1962962962962963]
('192.168.137.1', 64572)#pos#blue#[0.24583975474039713, 0.20137671011465566]
('192.168.137.1', 64572)#pos#blue#[0.236138916015625, 0.21203125847710502]
('192.168.137.1', 64572)#pos#blue#[0.24062501589457194, 0.19722222222222222]
('192.168.137.1', 64572)#pos#blue#[0.23606850306193033, 0.21303719414605035]
('192.168.137.1', 64572)#pos#blue#[0.23156865437825522, 0.20792367723253039]
('192.168.137.1', 64572)#pos#blue#[0.2381983757019043, 0.20941684864185475]
('192.168.137.1', 64572)#pos#blue#[0.25104169845581054, 0.19768518518518519]
('192.168.137.1', 64572)#pos#blue#[0.236574125289917, 0.21243502298990885]
('192.168.137.1', 64572)#pos#blue#[0.23496023813883463, 0.21196170383029514]
('192.168.137.1', 64572)#pos#blue#[0.24205439885457355, 0.19660936991373698]
('192.168.137.1', 64572)#pos#blue#[0.23480122884114582, 0.2110306633843316]
('192.168.137.1', 64572)#pos#blue#[0.23567711512247722, 0.21180555555555555]
('192.168.137.1', 64572)#pos#blue#[0.23555846214294435, 0.21215588604962385]
('192.168.137.1', 64572)#pos#blue#[0.23605268796284992, 0.21205595510977285]
('192.168.137.1', 64572)#pos#blue#[0.24984792073567708, 0.19814913714373553]
('192.168.137.1', 64572)#pos#blue#[0.23739770253499348, 0.20991894757306134]
('192.168.137.1', 64572)#pos#blue#[0.23575396537780763, 0.2114288612648293]
('192.168.137.1', 64572)#pos#blue#[0.24597597122192383, 0.20013492725513599]
('192.168.137.1', 64572)#pos#blue#[0.23581175804138182, 0.21100610803674769]
('192.168.137.1', 64572)#pos#blue#[0.23637423515319825, 0.21188497190122252]
('192.168.137.1', 64572)#pos#blue#[0.24901585578918456, 0.19928501270435475]
('192.168.137.1', 64572)#pos#blue#[0.24520405133565268, 0.2038787559226707]
('192.168.137.1', 64572)#pos#blue#[0.24832855860392253, 0.1988742121943721]
('192.168.137.1', 64572)#pos#blue#[0.23498926162719727, 0.21120520697699652]
('192.168.137.1', 64572)#pos#blue#[0.24713544845581054, 0.20069444444444445]
('192.168.137.1', 64572)#pos#blue#[0.23580767313639323, 0.21229403460467303]
('192.168.137.1', 64572)#pos#blue#[0.2495654582977295, 0.1972773516619647]
('192.168.137.1', 64572)#pos#blue#[0.24610894521077473, 0.20147635848433884]
('192.168.137.1', 64572)#pos#blue#[0.2376005967458089, 0.21080493220576532]
('192.168.137.1', 64572)#pos#blue#[0.25052086512247723, 0.19768518518518519]
('192.168.137.1', 64572)#pos#blue#[0.23598049481709799, 0.21283555207429108]
('192.168.137.1', 64572)#pos#blue#[0.25104169845581054, 0.19675925925925927]
('192.168.137.1', 64572)#pos#blue#[0.245815642674764, 0.20169106942635995]
('192.168.137.1', 64572)#pos#blue#[0.24636953671773273, 0.20072400128399884]
('192.168.137.1', 64572)#pos#blue#[0.24639832178751628, 0.20141352900752316]
('192.168.137.1', 64572)#pos#blue#[0.2353744665781657, 0.21231353194625288]
('192.168.137.1', 64572)#pos#blue#[0.2459855079650879, 0.20160773948386865]
('192.168.137.1', 64572)#pos#blue#[0.23596649169921874, 0.21113642939814814]
('192.168.137.1', 64572)#pos#blue#[0.23680575688680014, 0.210576742666739]
('192.168.137.1', 64572)#pos#blue#[0.24952953656514484, 0.1993459913465712]
('192.168.137.1', 64572)#pos#blue#[0.24665288925170897, 0.2042557610405816]
('192.168.137.1', 64572)#pos#blue#[0.2466146151224772, 0.2011574074074074]
('192.168.137.1', 64572)#pos#blue#[0.2350172996520996, 0.21197328920717592]
('192.168.137.1', 64572)#pos#blue#[0.2458250363667806, 0.19257806848596642]
('192.168.137.1', 64572)#pos#blue#[0.23667910893758137, 0.21203107480649594]
('192.168.137.1', 64572)#pos#blue#[0.24630009333292643, 0.20182935926649306]
('192.168.137.1', 64572)#pos#blue#[0.24494630495707195, 0.20398633038556135]
('192.168.137.1', 64572)#pos#blue#[0.24881062507629395, 0.1990815621835214]
('192.168.137.1', 64572)#pos#blue#[0.2362489064534505, 0.21259597495750146]
('192.168.137.1', 64572)#pos#blue#[0.24733781814575195, 0.20165699146412036]
('192.168.137.1', 64572)#pos#blue#[0.24910879135131836, 0.1996339727331091]
('192.168.137.1', 64572)#pos#blue#[0.23610680898030598, 0.21211378309461806]
('192.168.137.1', 64572)#pos#blue#[0.2518523852030436, 0.19661469636140047]
('192.168.137.1', 64572)#pos#blue#[0.2348776658376058, 0.2119673834906684]
('192.168.137.1', 64572)#pos#blue#[0.24875335693359374, 0.20032164962203414]
('192.168.137.1', 64572)#pos#blue#[0.24637648264567058, 0.201248946013274]
('192.168.137.1', 64572)#pos#blue#[0.23479865392049154, 0.21185377615469472]
('192.168.137.1', 64572)#pos#blue#[0.24561163584391277, 0.2019358175772208]
('192.168.137.1', 64572)#pos#blue#[0.23829986254374186, 0.2091114468044705]
('192.168.137.1', 64572)#pos#blue#[0.2307745933532715, 0.20657457422327113]
('192.168.137.1', 64572)#pos#blue#[0.23666467666625976, 0.2125523885091146]
('192.168.137.1', 64572)#pos#blue#[0.24402052561442059, 0.20290742097077547]
('192.168.137.1', 64572)#pos#blue#[0.23601155281066893, 0.21113976372612847]
('192.168.137.1', 64572)#pos#blue#[0.24687592188517252, 0.2021998511420356]
('192.168.137.1', 64572)#pos#blue#[0.24357032775878906, 0.1951928315339265]
('192.168.137.1', 64572)#pos#blue#[0.23883058230082194, 0.20961040920681423]
('192.168.137.1', 64572)#pos#blue#[0.24535358746846517, 0.1930766918041088]
('192.168.137.1', 64572)#pos#blue#[0.23610676129659017, 0.21206376817491318]
('192.168.137.1', 64572)#pos#blue#[0.23988312085469563, 0.20624290748878762]
('192.168.137.1', 64572)#pos#blue#[0.2364908218383789, 0.211595379864728]
('192.168.137.1', 64572)#pos#blue#[0.2374923865000407, 0.2098433600531684]
('192.168.137.1', 64572)#pos#blue#[0.25019771258036294, 0.19678467644585504]
('192.168.137.1', 64572)#pos#blue#[0.23863178888956707, 0.2092609546802662]
('192.168.137.1', 64572)#pos#blue#[0.24739586512247722, 0.19953703703703704]
('192.168.137.1', 64572)#pos#blue#[0.23805437088012696, 0.21010078147605613]
('192.168.137.1', 64572)#pos#blue#[0.23574725786844888, 0.2108677899395978]
('192.168.137.1', 64572)#pos#blue#[0.24066149393717448, 0.19795960320366754]
('192.168.137.1', 64572)#pos#blue#[0.23626599311828614, 0.21219182897497108]
('192.168.137.1', 64572)#pos#blue#[0.23807353973388673, 0.20978647867838543]
('192.168.137.1', 64572)#pos#blue#[0.23372650146484375, 0.21014753271032263]
('192.168.137.1', 64572)#pos#blue#[0.23125588099161784, 0.20745791682490597]
('192.168.137.1', 64572)#pos#blue#[0.2327550252278646, 0.20885377106843173]
('192.168.137.1', 64572)#pos#blue#[0.2328458309173584, 0.20930934482150607]
('192.168.137.1', 64572)#pos#blue#[0.24602367083231608, 0.2017541108308015]
('192.168.137.1', 64572)#pos#blue#[0.2367553234100342, 0.2130599127875434]
('192.168.137.1', 64572)#pos#blue#[0.23700668017069498, 0.20983623928493925]
('192.168.137.1', 64572)#pos#blue#[0.23741941452026366, 0.211778485333478]
('192.168.137.1', 64572)#pos#blue#[0.23126017252604167, 0.20633573178891781]
('192.168.137.1', 64572)#pos#blue#[0.23116777737935384, 0.20652951841001158]
('192.168.137.1', 64572)#pos#blue#[0.23893270492553711, 0.2101578465214482]
('192.168.137.1', 64572)#pos#blue#[0.2365465799967448, 0.2111170450846354]
('192.168.137.1', 64572)#pos#blue#[0.2359851360321045, 0.21196101153338398]
('192.168.137.1', 64572)#pos#blue#[0.24389948844909667, 0.19432343377007377]
('192.168.137.1', 64572)#pos#blue#[0.23552851676940917, 0.21201058846932871]
('192.168.137.1', 64572)#pos#blue#[0.23711318969726564, 0.20926089816623264]
('192.168.137.1', 64572)#pos#blue#[0.23185993830362955, 0.20696248654966]
('192.168.137.1', 64572)#pos#blue#[0.23247575759887695, 0.20519267894603588]
('192.168.137.1', 64572)#pos#blue#[0.23567887941996257, 0.2125506083170573]
('192.168.137.1', 64572)#pos#blue#[0.2395490328470866, 0.20971997578938803]
('192.168.137.1', 64572)#pos#blue#[0.2362932523091634, 0.21143954241717303]
('192.168.137.1', 64572)#pos#blue#[0.23822333017985026, 0.20996559990776908]
('192.168.137.1', 64572)#pos#blue#[0.2350450833638509, 0.2112381829155816]
('192.168.137.1', 64572)#pos#blue#[0.23599201838175457, 0.21285729584870516]
('192.168.137.1', 64572)#pos#blue#[0.24172520637512207, 0.19822184244791666]
('192.168.137.1', 64572)#pos#blue#[0.23616549173990886, 0.21201041892722802]
('192.168.137.1', 64572)#pos#blue#[0.24352172215779622, 0.19468260871039497]
('192.168.137.1', 64572)#pos#blue#[0.25068643887837727, 0.21278841937029802]
('192.168.137.1', 64572)#pos#blue#[0.23100798924763996, 0.20643768310546876]
('192.168.137.1', 64572)#pos#blue#[0.2450521151224772, 0.20069444444444445]
('192.168.137.1', 64572)#pos#blue#[0.23623064359029133, 0.21164621423791957]
('192.168.137.1', 64572)#pos#blue#[0.23798707326253254, 0.20931690357349536]
('192.168.137.1', 64572)#pos#blue#[0.23076690038045247, 0.20643436290599682]
('192.168.137.1', 64572)#pos#blue#[0.23692145347595214, 0.20895809597439235]
('192.168.137.1', 64572)#pos#blue#[0.23762497901916504, 0.21109131707085504]
('192.168.137.1', 64572)#pos#blue#[0.24092289606730144, 0.19659312212908708]
('192.168.137.1', 64572)#pos#blue#[0.23731983502705892, 0.21225725809733073]
('192.168.137.1', 64572)#pos#blue#[0.2428354263305664, 0.19539501048900462]
('192.168.137.1', 64572)#pos#blue#[0.23674763043721517, 0.21296181855378327]
('192.168.137.1', 64572)#pos#blue#[0.23965078989664715, 0.1982206839102286]
('192.168.137.1', 64572)#pos#blue#[0.23787975311279297, 0.20903796443232783]
('192.168.137.1', 64572)#pos#blue#[0.18758250872294108, 0.2715667724609375]
('192.168.137.1', 64572)#pos#blue#[0.24895442326863607, 0.2011684982864945]
('192.168.137.1', 64572)#pos#blue#[0.23724535306294758, 0.21080650047019675]
('192.168.137.1', 64572)#pos#blue#[0.23536430994669597, 0.2118873878761574]
('192.168.137.1', 64572)#pos#blue#[0.23711640040079754, 0.20952683907968025]
('192.168.137.1', 64572)#pos#blue#[0.23344233830769856, 0.20564659966362847]
('192.168.137.1', 64572)#pos#blue#[0.23712501525878907, 0.21201852869104457]
('192.168.137.1', 64572)#pos#blue#[0.235369873046875, 0.21173095703125]
('192.168.137.1', 64572)#pos#blue#[0.2315627415974935, 0.2061178136754919]
('192.168.137.1', 64572)#pos#blue#[0.23034749031066895, 0.20671446058485243]
('192.168.137.1', 64572)#pos#blue#[0.2300722122192383, 0.20767878779658563]
('192.168.137.1', 64572)#pos#blue#[0.2305461565653483, 0.20784694530345776]
('192.168.137.1', 64572)#pos#blue#[0.2315387725830078, 0.20651527687355323]
('192.168.137.1', 64572)#pos#blue#[0.23104647000630696, 0.20685241134078414]
('192.168.137.1', 64572)#pos#blue#[0.2313054084777832, 0.20764442726417823]
('192.168.137.1', 64572)#pos#blue#[0.23174877166748048, 0.2067201402452257]
('192.168.137.1', 64572)#pos#blue#[0.24992357889811198, 0.21436873541937934]
('192.168.137.1', 64572)#pos#blue#[0.2321927070617676, 0.20833752950032552]
('192.168.137.1', 64572)#pos#blue#[0.2310327688852946, 0.2058741534197772]
('192.168.137.1', 64572)#pos#blue#[0.23169326782226562, 0.20717154608832467]
('192.168.137.1', 64572)#pos#blue#[0.23311209678649902, 0.2090871881555628]
('192.168.137.1', 64572)#pos#blue#[0.23140878677368165, 0.20699499624746817]
('192.168.137.1', 64572)#pos#blue#[0.24070510864257813, 0.21470797503436054]
('192.168.137.1', 64572)#pos#blue#[0.23166187604268393, 0.20791538379810476]
('192.168.137.1', 64572)#pos#blue#[0.23034165700276693, 0.20724176477502892]
('192.168.137.1', 64572)#pos#blue#[0.23176916440327963, 0.20737043310094763]
('192.168.137.1', 64572)#pos#blue#[0.23287070592244466, 0.2088878349021629]
('192.168.137.1', 64572)#pos#blue#[0.2329900105794271, 0.20920059769241897]
('192.168.137.1', 64572)#pos#blue#[0.23151203791300456, 0.2081465968379268]
('192.168.137.1', 64572)#pos#blue#[0.23478484153747559, 0.21002580148202402]
('192.168.137.1', 64572)#pos#blue#[0.2313765048980713, 0.2067146866409867]
('192.168.137.1', 64572)#pos#blue#[0.23206892013549804, 0.20659459431966146]
('192.168.137.1', 64572)#pos#blue#[0.231236998240153, 0.2075122974537037]
('192.168.137.1', 64572)#pos#blue#[0.2320108413696289, 0.20704349941677516]
('192.168.137.1', 64572)#pos#blue#[0.2312265396118164, 0.20694523564091435]
('192.168.137.1', 64572)#pos#blue#[0.23055243492126465, 0.20746479740849247]
('192.168.137.1', 64572)#pos#blue#[0.23107207616170247, 0.2058471397117332]
('192.168.137.1', 64572)#pos#blue#[0.24834415117899578, 0.21301974543818722]
('192.168.137.1', 64572)#pos#blue#[0.23082168896993002, 0.206942621866862]
('192.168.137.1', 64572)#pos#blue#[0.24972794850667318, 0.21150949266221789]
('192.168.137.1', 64572)#pos#blue#[0.23248456319173177, 0.20819009851526332]
('192.168.137.1', 64572)#pos#blue#[0.2320563316345215, 0.2061038547092014]
('192.168.137.1', 64572)#pos#blue#[0.2322280724843343, 0.20714557788990162]
('192.168.137.1', 64572)#pos#blue#[0.23066527048746746, 0.20696425261320892]
('192.168.137.1', 64572)#pos#blue#[0.23091699282328287, 0.20628715797706887]
('192.168.137.1', 64572)#pos#blue#[0.2300535996754964, 0.206419598614728]
('192.168.137.1', 64572)#pos#blue#[0.230855925877889, 0.20707971078378182]
('192.168.137.1', 64572)#pos#blue#[0.23087402979532878, 0.206234939010055]
('192.168.137.1', 64572)#pos#blue#[0.2402719497680664, 0.21195625022605613]
('192.168.137.1', 64572)#pos#blue#[0.23393468856811522, 0.21046200505009405]
('192.168.137.1', 64572)#pos#blue#[0.23014389673868815, 0.20698151765046297]
('192.168.137.1', 64572)#pos#blue#[0.23235445022583007, 0.21028467814127605]
('192.168.137.1', 64572)#pos#blue#[0.23045403162638348, 0.20726292928059895]
('192.168.137.1', 64572)#pos#blue#[0.23034070332845052, 0.2074483800817419]
('192.168.137.1', 64572)#pos#blue#[0.23226523399353027, 0.20898713005913627]
('192.168.137.1', 64572)#pos#blue#[0.2309481938680013, 0.2074459358497902]
('192.168.137.1', 64572)#pos#blue#[0.2311144193013509, 0.20631107754177516]
('192.168.137.1', 64572)#pos#blue#[0.23067998886108398, 0.2070786228886357]
('192.168.137.1', 64572)#pos#blue#[0.2311956246693929, 0.20849346584743925]
('192.168.137.1', 64572)#pos#blue#[0.2312783400217692, 0.20679699933087384]
('192.168.137.1', 64572)#pos#blue#[0.23127997716267903, 0.20648091634114582]
('192.168.137.1', 64572)#pos#blue#[0.23324985504150392, 0.2097795980947989]
('192.168.137.1', 64572)#pos#blue#[0.23202401796976727, 0.206951254385489]
('192.168.137.1', 64572)#pos#blue#[0.23103411992390951, 0.20724207560221355]
('192.168.137.1', 64572)#pos#blue#[0.23126187324523925, 0.20671953271936488]
('192.168.137.1', 64572)#pos#blue#[0.2309170087178548, 0.20675014919704862]
('192.168.137.1', 64572)#pos#blue#[0.23108234405517578, 0.20653135511610243]
('192.168.137.1', 64572)#pos#blue#[0.23081610997517904, 0.20656534830729167]
('192.168.137.1', 64572)#pos#blue#[0.23088086446126302, 0.20712161593967013]
('192.168.137.1', 64572)#pos#blue#[0.23042044639587403, 0.20720553927951388]
('192.168.137.1', 64572)#pos#blue#[0.2313974380493164, 0.2067278544108073]
('192.168.137.1', 64572)#pos#blue#[0.23379688262939452, 0.21030103895399305]
('192.168.137.1', 64572)#pos#blue#[0.2312899430592855, 0.20697742038302952]
('192.168.137.1', 64572)#pos#blue#[0.2316532293955485, 0.20836881001790364]
('192.168.137.1', 64572)#pos#blue#[0.231352170308431, 0.20626548484519677]
('192.168.137.1', 64572)#pos#blue#[0.23043444951375325, 0.20607891789189092]
('192.168.137.1', 64572)#pos#blue#[0.2316514492034912, 0.20672210410789207]
('192.168.137.1', 64572)#pos#blue#[0.23196051915486654, 0.2074562355324074]
('192.168.137.1', 64572)#pos#blue#[0.23279366493225098, 0.20798140631781684]
('192.168.137.1', 64572)#pos#blue#[0.24417136510213217, 0.21227113229257089]
('192.168.137.1', 64572)#pos#blue#[0.25052107175191246, 0.21182347050419562]
('192.168.137.1', 64572)#pos#blue#[0.23306372960408528, 0.20520682158293546]
('192.168.137.1', 64572)#pos#blue#[0.23070542017618814, 0.20748231675889756]
('192.168.137.1', 64572)#pos#blue#[0.23209249178568522, 0.2078285782425492]
('192.168.137.1', 64572)#pos#blue#[0.2313262939453125, 0.20759031507703993]
('192.168.137.1', 64572)#pos#blue#[0.23282715479532878, 0.20648091634114582]
('192.168.137.1', 64572)#pos#blue#[0.2320811112721761, 0.20717411747685185]
('192.168.137.1', 64572)#pos#blue#[0.2315560022989909, 0.20655107851381654]
('192.168.137.1', 64572)#pos#blue#[0.23139529228210448, 0.20729791146737558]
('192.168.137.1', 64572)#pos#blue#[0.2364169438680013, 0.21150685063114874]
('192.168.137.1', 64572)#pos#blue#[0.24096759160359701, 0.21160204852068865]
('192.168.137.1', 64572)#pos#blue#[0.23086368242899577, 0.20628468548810042]
